airport,dep_time_blk,recommended_buffer_min,mean_alpha,pct_alpha_below_02,event_count,data_source
LEX,1600-1659,18.2,8.8318130300638,0.225,178,cell
LEX,1700-1759,12.0,5.612398425983413,0.51,786,cell
LEX,1800-1859,14.6,6.265603691729316,0.448,536,cell
LEX,1900-1959,11.7,3.6434204638076086,0.538,379,cell
LEX,2000-2059,9.2,4.611079421597012,0.629,280,cell
LEX,2100-2159,2.6,1.9278169126029643,0.76,146,cell
LEX,2200-2259,5.4,3.116768301729611,0.623,61,cell
LFT,0001-0559,12.2,5.485747697712145,0.548,403,cell
LFT,0600-0659,20.9,7.18577485380117,0.517,60,cell
LFT,0700-0759,14.0,6.141351356341533,0.591,203,cell
LFT,0800-0859,17.9,6.6571428571428575,0.486,35,cell
LFT,0900-0959,15.2,8.142958675626371,0.415,4,airport_fallback
LFT,1000-1059,19.2,12.231474783004584,0.293,294,cell
LFT,1100-1159,13.4,5.130576441102757,0.4,35,cell
LFT,1200-1259,14.6,10.345799147646417,0.279,122,cell
LFT,1300-1359,13.0,6.46442009249215,0.322,143,cell
LFT,1400-1459,15.8,4.602727272727273,0.44,25,cell
LFT,1500-1559,15.2,8.142958675626371,0.415,3,airport_fallback
LFT,1600-1659,16.8,11.596431667410643,0.225,213,cell
LFT,1700-1759,18.3,7.290268028866807,0.309,68,cell
LFT,1800-1859,12.8,8.197965823862457,0.44,216,cell
LFT,1900-1959,6.7,4.9160154500671736,0.552,29,cell
LFT,2000-2059,3.3,1.511278161542282,0.739,23,cell
LGA,0001-0559,15.0,6.3635907248845776,0.584,587,cell
LGA,0600-0659,15.2,6.225284875352754,0.602,7796,cell
LGA,0700-0759,15.6,6.192033802307555,0.589,7215,cell
LGA,0800-0859,17.0,8.313553411364374,0.432,5415,cell
LGA,0900-0959,18.8,9.997811244002037,0.363,5581,cell
LGA,1000-1059,22.0,11.319873290926111,0.311,5683,cell
LGA,1100-1159,22.0,12.262322636826514,0.297,7217,cell
LGA,1200-1259,22.0,11.770226881206913,0.315,6237,cell
LGA,1300-1359,21.0,12.19684200735185,0.342,6294,cell
LGA,1400-1459,22.0,12.302887303294995,0.339,6882,cell
LGA,1500-1559,20.8,11.8185093755456,0.401,8282,cell
LGA,1600-1659,21.4,11.029858015274048,0.408,5632,cell
LGA,1700-1759,21.2,11.201856481975913,0.436,6837,cell
LGA,1800-1859,21.0,11.059961537873297,0.418,7225,cell
LGA,1900-1959,20.2,9.087642430950442,0.482,6021,cell
LGA,2000-2059,16.8,7.64943681771461,0.534,5146,cell
LGA,2100-2159,15.6,6.160879778349882,0.519,3413,cell
LGA,2200-2259,19.5,6.720159589548269,0.452,504,cell
LGA,2300-2359,19.8,10.007103855886186,0.424,3,airport_fallback
LGB,0600-0659,14.2,5.87321936533984,0.518,519,cell
LGB,0700-0759,12.6,5.270806160247353,0.527,1303,cell
LGB,0800-0859,15.8,7.549558487007312,0.378,790,cell
LGB,0900-0959,15.6,8.551404778860837,0.197,913,cell
LGB,1000-1059,16.2,9.336912803615169,0.189,560,cell
LGB,1100-1159,16.2,9.19697238295798,0.218,610,cell
LGB,1200-1259,14.6,7.568290760324764,0.253,513,cell
LGB,1300-1359,19.0,11.9051424024713,0.214,481,cell
LGB,1400-1459,15.2,8.539636630826362,0.28,457,cell
LGB,1500-1559,15.9,13.616183798416008,0.35,440,cell
LGB,1600-1659,13.8,8.544467791333311,0.392,352,cell
LGB,1700-1759,13.0,6.985525047841006,0.426,401,cell
LGB,1800-1859,11.8,5.1641326026177925,0.51,492,cell
LGB,1900-1959,10.0,4.130334446324572,0.556,613,cell
LGB,2000-2059,9.6,4.450571935125711,0.595,74,cell
LIH,0600-0659,6.5,2.6705935468760638,0.598,644,cell
LIH,0700-0759,3.9,1.7820234476769432,0.693,329,cell
LIH,0800-0859,8.6,3.60936744682429,0.351,462,cell
LIH,0900-0959,6.6,3.5393309276835394,0.475,322,cell
LIH,1000-1059,7.0,4.206230686758673,0.479,526,cell
LIH,1100-1159,9.7,3.853855505261395,0.38,684,cell
LIH,1200-1259,8.6,3.421088690605694,0.516,653,cell
LIH,1300-1359,5.8,3.724725471870255,0.479,482,cell
LIH,1400-1459,4.4,2.837079462594997,0.653,574,cell
LIH,1500-1559,3.6,1.547830379141436,0.69,683,cell
LIH,1600-1659,4.0,2.225325580728417,0.652,595,cell
LIH,1700-1759,4.0,1.865412117167018,0.618,346,cell
LIH,1800-1859,5.2,2.208858037395186,0.555,375,cell
LIH,1900-1959,8.6,3.880680885965675,0.512,582,cell
LIH,2000-2059,23.8,9.966024871487056,0.395,238,cell
LIH,2100-2159,17.2,7.001883577763496,0.555,622,cell
LIH,2200-2259,38.2,18.65795068027211,0.268,168,cell
LIH,2300-2359,25.5,9.738461538461538,0.446,65,cell
LIT,0001-0559,13.6,6.3310671871513655,0.55,725,cell
LIT,0600-0659,15.2,6.748193669113188,0.548,859,cell
LIT,0700-0759,20.0,9.082091349555467,0.465,1070,cell
LIT,0800-0859,4.8,2.9286008230452674,0.756,135,cell
LIT,0900-0959,18.6,11.608319662793347,0.205,190,cell
LIT,1000-1059,20.5,10.972717506740732,0.162,389,cell
LIT,1100-1159,22.0,14.100547251534856,0.221,349,cell
LIT,1200-1259,21.4,12.414834258707382,0.149,592,cell
LIT,1300-1359,14.8,6.264371660044273,0.383,447,cell
LIT,1400-1459,21.0,14.35594728715991,0.135,310,cell
LIT,1500-1559,20.8,9.91851068411463,0.283,219,cell
LIT,1600-1659,20.0,13.97273146938752,0.3,681,cell
LIT,1700-1759,14.6,7.971226013931157,0.422,578,cell
LIT,1800-1859,13.6,6.371541284365996,0.446,637,cell
LIT,1900-1959,9.2,4.254364589738436,0.585,176,cell
LIT,2000-2059,6.9,2.886725993484782,0.636,143,cell
LIT,2100-2159,32.1,11.83659410764674,0.154,13,cell
LIT,2200-2259,18.0,9.071619583387031,0.391,1,airport_fallback
LNK,0600-0659,13.4,6.221942498886082,0.608,441,cell
LNK,0700-0759,20.4,11.171952683780557,0.573,89,cell
LNK,0800-0859,5.9,3.4970086506589055,0.753,93,cell
LNK,0900-0959,14.0,4.355417550213036,0.615,122,cell
LNK,1100-1159,17.8,7.48328804051656,0.458,419,cell
LNK,1200-1259,17.6,9.749660559030897,0.506,1,airport_fallback
LNK,1300-1359,13.7,8.056422860503458,0.488,303,cell
LNK,1500-1559,21.2,13.379966291087955,0.387,212,cell
LNK,1600-1659,45.4,24.39393939393939,0.318,22,cell
LNK,1700-1759,52.6,20.235777209578973,0.387,271,cell
LNK,1800-1859,17.4,18.400000000000002,0.458,24,cell
LRD,0001-0559,15.7,11.843183701040983,0.565,260,cell
LRD,0600-0659,7.6,2.185185185185185,0.63,27,cell
LRD,1000-1059,14.3,8.085544682477822,0.415,294,cell
LRD,1100-1159,19.3,15.990887713109935,0.222,27,cell
LRD,1200-1259,15.0,8.318306812051759,0.483,4,airport_fallback
LRD,1400-1459,19.6,10.752015241984465,0.383,290,cell
LRD,1600-1659,15.8,5.7254870009296415,0.522,136,cell
LRD,1800-1859,9.0,4.550074749067929,0.602,269,cell
LRD,2000-2059,7.1,2.3932771906185524,0.618,55,cell
LRD,2100-2159,15.0,8.318306812051759,0.483,7,airport_fallback
LRD,2200-2259,21.9,9.237933651714965,0.184,38,cell
LSE,0001-0559,11.2,5.895981247749167,0.523,1,airport_fallback
LSE,0600-0659,13.4,6.128413138108429,0.549,266,cell
LSE,0900-0959,11.2,5.895981247749167,0.523,8,airport_fallback
LSE,1000-1059,12.8,4.887687013605569,0.521,71,cell
LSE,1100-1159,10.8,7.235383302488399,0.425,120,cell
LSE,1200-1259,11.2,5.895981247749167,0.523,4,airport_fallback
LSE,1400-1459,8.2,3.0296052631578947,0.421,19,cell
LSE,1600-1659,6.4,4.444569792822213,0.607,117,cell
LSE,1800-1859,7.7,6.428795309168444,0.522,67,cell
LWS,0001-0559,14.1,5.9,0.6,30,cell
LWS,0600-0659,31.6,19.516129032258064,0.129,31,cell
LWS,0700-0759,26.2,12.831695331695332,0.247,259,cell
LWS,1200-1259,26.4,15.13481084133258,0.267,1,airport_fallback
LWS,1700-1759,26.4,15.13481084133258,0.267,1,airport_fallback
MAF,0001-0559,13.6,6.267255601226454,0.6,735,cell
MAF,0600-0659,11.8,5.56067476847108,0.581,801,cell
MAF,0700-0759,12.9,5.60129443384493,0.565,664,cell
MAF,0800-0859,11.2,4.131736526946108,0.653,167,cell
MAF,0900-0959,16.3,8.092417593598952,0.441,465,cell
MAF,1000-1059,14.4,7.113423665892902,0.324,376,cell
MAF,1100-1159,13.9,7.385303017072222,0.363,193,cell
MAF,1200-1259,16.8,8.927660792262147,0.363,595,cell
MAF,1300-1359,16.6,9.33324466807286,0.418,531,cell
MAF,1400-1459,16.4,9.537344510054874,0.318,493,cell
MAF,1500-1559,14.2,5.649476008673313,0.419,549,cell
MAF,1600-1659,16.0,9.145419972372968,0.384,485,cell
MAF,1700-1759,20.5,15.559992012134874,0.425,525,cell
MAF,1800-1859,11.8,5.333057946127016,0.433,520,cell
MAF,1900-1959,12.8,6.698345533192398,0.536,276,cell
MAF,2000-2059,4.6,2.1757601640169053,0.697,195,cell
MBS,0600-0659,13.2,6.581060295050676,0.443,289,cell
MBS,0700-0759,11.7,3.899879237913136,0.591,232,cell
MBS,0900-0959,12.6,6.942222295404096,0.513,1,airport_fallback
MBS,1100-1159,11.4,7.6138468523002425,0.458,118,cell
MBS,1200-1259,13.2,5.732438831886345,0.481,181,cell
MBS,1300-1359,9.2,3.1702127659574466,0.468,47,cell
MBS,1400-1459,12.8,7.71924732929163,0.516,314,cell
MBS,1500-1559,9.2,6.248614854925535,0.553,103,cell
MBS,1600-1659,17.9,12.568022036141956,0.465,282,cell
MBS,1700-1759,6.0,1.7058823529411764,0.765,17,cell
MBS,1800-1859,8.1,4.904743758007911,0.593,263,cell
MCI,0001-0559,13.5,5.9602552910753195,0.606,2513,cell
MCI,0600-0659,14.0,5.822472868530734,0.581,4060,cell
MCI,0700-0759,14.2,5.938432580457632,0.572,2372,cell
MCI,0800-0859,14.8,7.546701394941441,0.531,1042,cell
MCI,0900-0959,16.8,8.54001723000115,0.334,1019,cell
MCI,1000-1059,17.4,9.500080362055856,0.282,1382,cell
MCI,1100-1159,18.2,10.02703971825803,0.302,1776,cell
MCI,1200-1259,18.7,11.01273130750049,0.274,1499,cell
MCI,1300-1359,19.0,10.423190331897732,0.275,1565,cell
MCI,1400-1459,18.2,10.228340502552129,0.324,2102,cell
MCI,1500-1559,19.4,10.446690738512096,0.345,1839,cell
MCI,1600-1659,18.0,10.219892408298238,0.327,1765,cell
MCI,1700-1759,21.2,12.304330793735927,0.352,1870,cell
MCI,1800-1859,16.2,7.685794273819907,0.423,2043,cell
MCI,1900-1959,13.2,6.865858781850167,0.535,1238,cell
MCI,2000-2059,12.8,5.074691064025944,0.556,491,cell
MCI,2100-2159,12.9,5.065152599764008,0.552,458,cell
MCI,2200-2259,11.4,5.088484383375371,0.526,19,cell
MCO,0001-0559,20.0,7.8631093186921905,0.58,1933,cell
MCO,0600-0659,19.6,7.784673034254105,0.548,7764,cell
MCO,0700-0759,18.6,7.855205199452304,0.541,8804,cell
MCO,0800-0859,20.4,9.420995123868408,0.434,6617,cell
MCO,0900-0959,22.0,11.820363576042638,0.3,7170,cell
MCO,1000-1059,22.6,12.178222984638008,0.265,7692,cell
MCO,1100-1159,21.8,11.549397859172588,0.283,7247,cell
MCO,1200-1259,23.4,12.561797494534906,0.284,6281,cell
MCO,1300-1359,25.4,13.733231796651232,0.264,5841,cell
MCO,1400-1459,25.8,14.238550608063953,0.266,5957,cell
MCO,1500-1559,28.0,16.156618712806058,0.262,7228,cell
MCO,1600-1659,27.4,13.91619906076229,0.3,7135,cell
MCO,1700-1759,30.6,15.66955602486741,0.297,8091,cell
MCO,1800-1859,29.6,14.532439362006919,0.332,6447,cell
MCO,1900-1959,27.2,11.899118038015347,0.381,9143,cell
MCO,2000-2059,27.0,12.108963491124813,0.367,6245,cell
MCO,2100-2159,26.0,11.421673896498394,0.432,3725,cell
MCO,2200-2259,28.0,12.66560737564162,0.402,1440,cell
MCO,2300-2359,32.6,14.231599405756898,0.378,466,cell
MCW,1000-1059,16.6,7.6459344324444505,0.425,247,cell
MCW,1400-1459,12.8,6.475,0.625,40,cell
MCW,1800-1859,14.0,6.897485016464185,0.562,162,cell
MDT,0001-0559,10.0,4.567090071457646,0.667,243,cell
MDT,0600-0659,13.6,5.938869495725776,0.59,1041,cell
MDT,0700-0759,14.5,7.267982457731859,0.466,8,airport_fallback
MDT,0800-0859,13.4,22.913978494623656,0.624,93,cell
MDT,0900-0959,15.6,10.230179468620614,0.293,123,cell
MDT,1000-1059,13.2,4.994084413157896,0.485,198,cell
MDT,1100-1159,15.2,10.701160981975073,0.268,403,cell
MDT,1200-1259,13.8,14.076461069998766,0.254,71,cell
MDT,1300-1359,19.2,10.002511302901423,0.207,256,cell
MDT,1400-1459,22.4,9.643380288432706,0.308,52,cell
MDT,1500-1559,13.8,5.801598332254119,0.381,97,cell
MDT,1600-1659,22.4,8.097987861198288,0.421,126,cell
MDT,1700-1759,13.4,4.9012617717855775,0.471,516,cell
MDT,1800-1859,16.2,7.668931962200059,0.388,389,cell
MDT,1900-1959,9.4,6.08389211330122,0.473,91,cell
MDT,2000-2059,7.9,3.3071322351909003,0.565,108,cell
MDT,2100-2159,1.8,0.776118126342585,0.806,67,cell
MDT,2200-2259,14.5,7.267982457731859,0.466,2,airport_fallback
MDW,0001-0559,14.2,5.876484551023031,0.578,1765,cell
MDW,0600-0659,15.5,6.001193312031032,0.556,2383,cell
MDW,0700-0759,23.2,11.520551797301561,0.299,1907,cell
MDW,0800-0859,26.4,13.494472185526698,0.271,2378,cell
MDW,0900-0959,19.8,10.215739459570187,0.316,2968,cell
MDW,1000-1059,20.0,10.683714521754405,0.268,1927,cell
MDW,1100-1159,26.6,16.297961339393243,0.193,1402,cell
MDW,1200-1259,23.8,14.290693276713052,0.134,2159,cell
MDW,1300-1359,23.6,13.515710631004719,0.238,2648,cell
MDW,1400-1459,27.6,14.957488166288096,0.195,1869,cell
MDW,1500-1559,28.9,17.090630267132717,0.166,1648,cell
MDW,1600-1659,29.8,16.542815634110678,0.182,1507,cell
MDW,1700-1759,29.0,14.700834261982548,0.221,2018,cell
MDW,1800-1859,24.2,11.599116732699656,0.338,3427,cell
MDW,1900-1959,25.6,12.74408772153135,0.296,1526,cell
MDW,2000-2059,30.2,13.031389444922159,0.314,2596,cell
MDW,2100-2159,30.0,11.900743023148323,0.339,1438,cell
MDW,2200-2259,32.6,12.838832850773162,0.344,726,cell
MEI,0800-0859,0.0,0.0,1.0,64,cell
MEI,0900-0959,14.6,11.76353539740193,0.542,1,airport_fallback
MEI,1300-1359,16.8,17.31754682616927,0.411,141,cell
MEI,1400-1459,18.9,11.444814524555905,0.345,58,cell
MEM,0001-0559,12.4,6.040852089309626,0.601,1128,cell
MEM,0600-0659,18.8,8.25015170935701,0.518,2413,cell
MEM,0700-0759,16.0,6.897675843140152,0.534,2191,cell
MEM,0800-0859,14.6,6.381897523093151,0.588,534,cell
MEM,0900-0959,17.7,11.171887873033711,0.337,419,cell
MEM,1000-1059,18.2,11.850463701161072,0.294,663,cell
MEM,1100-1159,19.4,8.981995512729931,0.402,575,cell
MEM,1200-1259,19.6,10.46821001832504,0.31,726,cell
MEM,1300-1359,18.4,14.357803213691133,0.252,401,cell
MEM,1400-1459,23.0,11.95494932810266,0.276,557,cell
MEM,1500-1559,20.6,12.143782443430593,0.299,871,cell
MEM,1600-1659,30.3,15.570906585013129,0.343,394,cell
MEM,1700-1759,20.0,9.16597128284507,0.411,638,cell
MEM,1800-1859,19.8,8.712717461890119,0.38,782,cell
MEM,1900-1959,13.1,5.756864055858402,0.552,429,cell
MEM,2000-2059,15.2,5.409672989815554,0.42,131,cell
MEM,2100-2159,15.6,5.169021291208791,0.462,65,cell
MEM,2200-2259,20.4,9.703391053391053,0.233,30,cell
MFE,0001-0559,18.2,14.832332566893486,0.528,542,cell
MFE,0600-0659,12.1,5.115491351378271,0.575,252,cell
MFE,0700-0759,10.4,6.100579970678287,0.603,353,cell
MFE,0800-0859,12.4,7.178782913213101,0.555,2,airport_fallback
MFE,0900-0959,17.4,10.601650882780072,0.353,207,cell
MFE,1000-1059,13.6,8.179639337627624,0.469,256,cell
MFE,1100-1159,14.2,8.683643892339544,0.393,56,cell
MFE,1200-1259,10.4,5.211786529305159,0.57,423,cell
MFE,1300-1359,15.7,6.780617078417671,0.412,204,cell
MFE,1400-1459,12.6,5.481033727218843,0.464,220,cell
MFE,1500-1559,8.5,3.319574496826392,0.654,153,cell
MFE,1600-1659,14.1,6.5251572327044025,0.396,53,cell
MFE,1700-1759,7.8,5.248967305923792,0.667,387,cell
MFE,1800-1859,6.7,3.129430962299973,0.681,182,cell
MFE,1900-1959,4.5,2.651782216999608,0.73,74,cell
MFE,2000-2059,6.2,5.001748461984961,0.697,142,cell
MFE,2100-2159,11.7,4.056998162989707,0.542,59,cell
MFE,2200-2259,6.5,6.173320980602573,0.644,59,cell
MFR,0001-0559,16.4,7.982811747912828,0.494,906,cell
MFR,0600-0659,16.8,7.146073880353057,0.465,525,cell
MFR,0700-0759,17.4,8.905503544164418,0.439,4,airport_fallback
MFR,0900-0959,17.4,8.905503544164418,0.439,1,airport_fallback
MFR,1000-1059,17.4,8.905503544164418,0.439,6,airport_fallback
MFR,1100-1159,15.9,6.437775249755648,0.376,279,cell
MFR,1200-1259,23.2,12.080885875706215,0.408,125,cell
MFR,1300-1359,20.4,16.033111167072594,0.31,319,cell
MFR,1400-1459,23.2,13.297293866074961,0.348,201,cell
MFR,1500-1559,13.3,6.6748223998224,0.404,52,cell
MFR,1600-1659,22.4,11.962248517685984,0.339,56,cell
MFR,1700-1759,14.4,6.850451755977718,0.429,282,cell
MFR,1800-1859,12.4,7.541166760302969,0.502,233,cell
MFR,2000-2059,17.4,8.905503544164418,0.439,7,airport_fallback
MFR,2100-2159,8.8,2.863473499627293,0.643,70,cell
MGM,0001-0559,17.8,9.785065943608622,0.427,3,airport_fallback
MGM,0600-0659,18.5,9.843196615180787,0.427,489,cell
MGM,0900-0959,22.6,15.665185185185186,0.0,21,cell
MGM,1100-1159,12.8,9.903297700548404,0.367,147,cell
MGM,1200-1259,23.5,11.447838656819215,0.296,142,cell
MGM,1400-1459,17.8,9.785065943608622,0.427,4,airport_fallback
MGM,1600-1659,15.6,6.9490740740740735,0.167,18,cell
MGM,1700-1759,8.6,4.249264611960229,0.617,266,cell
MGM,1800-1859,74.2,56.74536796603122,0.0,16,cell
MGM,1900-1959,17.8,9.785065943608622,0.427,1,airport_fallback
MGW,0600-0659,20.6,11.11549263789308,0.522,226,cell
MGW,0800-0859,24.4,33.4885569531796,0.593,27,cell
MGW,1000-1059,16.5,9.099344979544023,0.45,129,cell
MGW,1100-1159,12.0,9.253099446290143,0.52,125,cell
MGW,2000-2059,6.3,9.151515151515152,0.697,33,cell
MHK,0001-0559,11.4,6.423562913943967,0.58,307,cell
MHK,0600-0659,25.2,10.91304347826087,0.435,46,cell
MHK,0700-0759,15.0,5.897570582485193,0.588,102,cell
MHK,1100-1159,8.3,6.347089947089947,0.5,18,cell
MHK,1200-1259,16.3,7.0523876538169965,0.326,267,cell
MHK,1400-1459,15.3,5.531696610698901,0.433,60,cell
MHK,1500-1559,12.0,4.952596292801326,0.512,82,cell
MHK,1600-1659,8.9,6.980299674851016,0.491,169,cell
MHK,1700-1759,10.1,5.0679026191030685,0.505,109,cell
MHK,1900-1959,13.2,6.497097400531409,0.482,1,airport_fallback
MHT,0001-0559,13.0,6.9220151691863645,0.615,572,cell
MHT,0600-0659,13.6,5.724034056321041,0.571,301,cell
MHT,0700-0759,18.4,7.74318936032123,0.52,487,cell
MHT,0800-0859,19.8,9.809041950113379,0.274,84,cell
MHT,0900-0959,18.9,9.54075241207594,0.19,84,cell
MHT,1000-1059,20.6,11.700811955381713,0.171,164,cell
MHT,1100-1159,20.2,10.256909378833242,0.254,130,cell
MHT,1200-1259,18.8,8.92300906905803,0.298,667,cell
MHT,1300-1359,18.2,11.713335047447464,0.223,310,cell
MHT,1400-1459,17.2,9.942206348783742,0.341,349,cell
MHT,1500-1559,18.6,11.941584126484933,0.308,250,cell
MHT,1600-1659,17.0,10.360992490725712,0.304,312,cell
MHT,1700-1759,17.4,9.708868948164065,0.353,723,cell
MHT,1800-1859,17.3,8.571662962809594,0.323,62,cell
MHT,1900-1959,11.8,4.248628326080323,0.593,145,cell
MHT,2000-2059,11.0,4.139642018779343,0.625,40,cell
MHT,2100-2159,17.4,8.959881010901888,0.389,1,airport_fallback
MIA,0001-0559,18.0,8.18079963581081,0.58,705,cell
MIA,0600-0659,20.0,8.743742355063338,0.543,2886,cell
MIA,0700-0759,20.4,8.870201935815066,0.508,4393,cell
MIA,0800-0859,22.4,11.334287188448462,0.388,5606,cell
MIA,0900-0959,25.4,13.845552100363452,0.277,3181,cell
MIA,1000-1059,22.6,12.840043414916869,0.358,2578,cell
MIA,1100-1159,26.4,13.421246397026312,0.292,2974,cell
MIA,1200-1259,24.0,14.378876994392746,0.346,3661,cell
MIA,1300-1359,28.0,15.289301918636312,0.309,3043,cell
MIA,1400-1459,31.2,18.102474483873255,0.251,4086,cell
MIA,1500-1559,32.4,17.97417601162883,0.302,5235,cell
MIA,1600-1659,31.4,16.496457886345855,0.315,3999,cell
MIA,1700-1759,34.0,17.604449950502477,0.296,5437,cell
MIA,1800-1859,28.2,13.886379969328347,0.375,4723,cell
MIA,1900-1959,29.4,14.707574948174615,0.357,6040,cell
MIA,2000-2059,29.8,13.883264790518357,0.388,4134,cell
MIA,2100-2159,26.6,12.926627149226535,0.416,6016,cell
MIA,2200-2259,21.1,9.929531470080947,0.469,3479,cell
MIA,2300-2359,17.5,6.627763605442177,0.5,84,cell
MKE,0001-0559,11.9,5.504769531191893,0.613,1539,cell
MKE,0600-0659,15.0,7.542776712594462,0.591,2582,cell
MKE,0700-0759,13.8,5.827095434182986,0.59,1753,cell
MKE,0800-0859,13.0,9.053616369233241,0.617,619,cell
MKE,0900-0959,17.7,21.685123212655917,0.497,173,cell
MKE,1000-1059,19.0,9.841395962453023,0.415,786,cell
MKE,1100-1159,25.0,18.058410324206772,0.232,678,cell
MKE,1200-1259,18.8,11.878515726857154,0.242,821,cell
MKE,1300-1359,21.4,11.455588533523507,0.289,612,cell
MKE,1400-1459,20.8,10.909378246327162,0.31,1296,cell
MKE,1500-1559,20.0,10.38055182474237,0.369,1046,cell
MKE,1600-1659,33.7,18.912929980563135,0.313,683,cell
MKE,1700-1759,18.2,11.192369498482453,0.44,975,cell
MKE,1800-1859,23.2,11.879749433337576,0.442,565,cell
MKE,1900-1959,16.1,9.680883453669454,0.436,617,cell
MKE,2000-2059,12.6,7.415322629542933,0.524,170,cell
MKE,2100-2159,15.0,5.633913043478262,0.522,46,cell
MLB,0001-0559,15.1,6.5700280112044815,0.429,105,cell
MLB,0600-0659,10.8,9.41601727384895,0.61,354,cell
MLB,0700-0759,10.8,4.382352941176471,0.618,34,cell
MLB,0800-0859,21.4,6.919790758500435,0.432,37,cell
MLB,0900-0959,15.5,7.685,0.2,20,cell
MLB,1000-1059,16.0,19.064855602355603,0.25,36,cell
MLB,1100-1159,11.4,4.961032532654307,0.463,380,cell
MLB,1200-1259,20.4,9.152532901267882,0.202,163,cell
MLB,1300-1359,20.9,12.397106062584685,0.244,242,cell
MLB,1400-1459,13.2,13.217812557509781,0.34,303,cell
MLB,1500-1559,13.0,5.151831828892883,0.491,53,cell
MLB,1600-1659,12.9,5.254807692307692,0.35,20,cell
MLB,1700-1759,10.8,5.476746007507969,0.551,225,cell
MLB,1800-1859,9.5,3.454391537935329,0.548,219,cell
MLB,1900-1959,11.0,5.348453004059646,0.538,106,cell
MLB,2000-2059,11.8,8.834166666666667,0.35,20,cell
MLB,2100-2159,14.0,8.100310999199783,0.441,5,airport_fallback
MLI,0001-0559,10.4,15.343451388976776,0.659,185,cell
MLI,0600-0659,14.8,5.838282566979918,0.575,663,cell
MLI,0700-0759,8.5,2.8867924528301887,0.642,53,cell
MLI,0800-0859,10.1,3.9423076923076925,0.596,52,cell
MLI,0900-0959,8.2,33.97142857142857,0.8,35,cell
MLI,1000-1059,22.3,10.135297312119715,0.308,334,cell
MLI,1100-1159,8.8,3.5198981922650194,0.574,176,cell
MLI,1200-1259,16.0,6.351178451178451,0.404,99,cell
MLI,1300-1359,13.4,4.983164983164984,0.392,51,cell
MLI,1400-1459,15.0,7.543889245099477,0.516,2,airport_fallback
MLI,1500-1559,13.8,6.043955424944768,0.437,341,cell
MLI,1600-1659,121.9,50.04367971089643,0.0,14,cell
MLI,1700-1759,15.2,6.203130234814182,0.504,270,cell
MLI,1800-1859,5.2,5.080048512437595,0.71,183,cell
MLI,2000-2059,11.3,8.139912280701754,0.395,38,cell
MLI,2100-2159,15.0,7.543889245099477,0.516,2,airport_fallback
MLI,2200-2259,15.0,7.543889245099477,0.516,9,airport_fallback
MLU,0001-0559,14.8,20.39226233040416,0.47,219,cell
MLU,0600-0659,15.4,10.51764948946157,0.455,66,cell
MLU,1000-1059,19.4,11.522824215114845,0.252,290,cell
MLU,1800-1859,9.6,8.124071880081905,0.5,282,cell
MOB,0001-0559,16.0,13.529374406457741,0.5,288,cell
MOB,0600-0659,13.8,4.647067669172933,0.4,95,cell
MOB,1000-1059,23.0,11.644444444444444,0.12,25,cell
MOB,1200-1259,19.2,10.664222954421108,0.249,257,cell
MOB,1300-1359,16.4,9.065061916279804,0.417,6,airport_fallback
MOB,1500-1559,10.3,6.928527593182083,0.449,49,cell
MOB,1600-1659,16.4,9.065061916279804,0.417,1,airport_fallback
MOB,1700-1759,11.4,4.247018465504217,0.491,165,cell
MOB,1800-1859,9.6,5.049455825620117,0.546,119,cell
MOB,1900-1959,16.4,9.065061916279804,0.417,1,airport_fallback
MOT,0001-0559,10.4,4.585612194822721,0.608,286,cell
MOT,0600-0659,22.4,14.7640522875817,0.363,102,cell
MOT,0700-0759,17.4,6.897618303180009,0.501,465,cell
MOT,0800-0859,17.6,9.064214894452135,0.43,1,airport_fallback
MOT,1000-1059,17.6,9.064214894452135,0.43,2,airport_fallback
MOT,1100-1159,15.2,8.374767539209529,0.383,141,cell
MOT,1200-1259,17.7,8.295046281398406,0.344,320,cell
MOT,1300-1359,24.3,10.814424242424241,0.164,55,cell
MOT,1400-1459,14.6,6.162234042553192,0.188,16,cell
MOT,1500-1559,15.2,8.318811672341335,0.497,290,cell
MOT,1600-1659,15.2,6.137280416395576,0.396,53,cell
MOT,1700-1759,26.4,15.72356349317194,0.332,343,cell
MOT,1800-1859,19.7,13.021428571428572,0.229,35,cell
MOT,1900-1959,9.5,11.399378881987579,0.348,23,cell
MOT,2000-2059,10.1,5.406162464985994,0.706,17,cell
MOT,2100-2159,20.4,9.646969696969698,0.212,33,cell
MOT,2200-2259,10.2,4.9759034887240015,0.513,39,cell
MQT,0600-0659,15.1,8.242874009818982,0.529,155,cell
MQT,0700-0759,17.6,9.638163205866228,0.417,384,cell
MQT,0800-0859,16.4,8.238539265044588,0.423,1,airport_fallback
MQT,1000-1059,15.7,9.338685400382813,0.13,23,cell
MQT,1100-1159,16.4,8.238539265044588,0.423,4,airport_fallback
MQT,1200-1259,21.5,11.434545845789867,0.182,33,cell
MQT,1300-1359,14.0,5.816530612244898,0.429,140,cell
MQT,1500-1559,11.5,5.767610748002905,0.49,153,cell
MQT,1600-1659,14.2,12.203125,0.531,32,cell
MQT,1700-1759,21.0,10.03693567709331,0.25,60,cell
MQT,1800-1859,9.2,4.933412065064514,0.435,23,cell
